index,search_song_x,search_artist_x,search_term,matched_song,matched_artist,collection,preview_url,apple_release_date,apple_track_time_ms,apple_duration_sec,apple_genre,apple_collection,apple_track_id_x,apple_artist_id,match_score,title_score,artist_score,version_penalty,match_status,failure_reason,artist_overlap,usable_match,usable_match_v2,recovery_reason,search_song_y,search_artist_y,apple_track_id_y,preview_file,download_status
39,"""Sorry, Blame It On Me""",Akon,sorry blame it on me akon,"Sorry, Blame It On Me",Akon,Konvicted (Complete Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/13/4d/2a/134d2a06-754c-f444-4807-2f83ba530ad8/mzaf_6529750681281486269.plus.aac.p.m4a,2006-11-14T12:00:00Z,295747.0,295.747,R&B/Soul,Konvicted (Complete Edition),1610800965.0,3261325.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""Sorry, Blame It On Me""",Akon,1610800965.0,preview_clips/akon__sorry_blame_it_on_me__1610800965.0.m4a,already_exists
40,"""Sugar, We're Goin' Down""",Fall Out Boy,sugar were goin down fall out boy,"Sugar, We're Goin' Down",Fall Out Boy,Believers Never Die - Greatest Hits (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d5/00/49/d5004914-0bfe-98f2-3535-e2df0a1311f1/mzaf_6924814533754099601.plus.aac.p.m4a,2005-04-04T12:00:00Z,230933.0,230.933,Alternative,Believers Never Die - Greatest Hits (Deluxe Edition),1440560144.0,28673423.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""Sugar, We're Goin' Down""",Fall Out Boy,1440560144.0,preview_clips/fall_out_boy__sugar_we_re_goin_down__1440560144.0.m4a,already_exists
41,"""Sunrise, Sunburn, Sunset""",Luke Bryan,sunrise sunburn sunset luke bryan,"Sunrise, Sunburn, Sunset",Luke Bryan,What Makes You Country,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/db/ca/b8/dbcab8ec-5b30-9620-bb95-8d81160722c3/mzaf_134671706726090257.plus.aac.p.m4a,2018-07-26T12:00:00Z,216093.0,216.093,Country,What Makes You Country,1440881618.0,20131064.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""Sunrise, Sunburn, Sunset""",Luke Bryan,1440881618.0,preview_clips/luke_bryan__sunrise_sunburn_sunset__1440881618.0.m4a,already_exists
42,"""Thank U, Next""",Ariana Grande,thank u next ariana grande,"thank u, next",Ariana Grande,"thank u, next",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/89/96/16/8996169e-2309-a298-f6f0-e7c52fe8e176/mzaf_590631660224715451.plus.aac.p.m4a,2018-11-03T07:00:00Z,207322.0,207.322,Pop,"thank u, next",1450334169.0,412778295.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""Thank U, Next""",Ariana Grande,1450334169.0,preview_clips/ariana_grande__thank_u_next__1450334169.0.m4a,already_exists
43,"""This Ain't A Scene, It's An Arms Race""",Fall Out Boy,this aint a scene its an arms race fall out boy,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,Infinity On High,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b8/16/0e/b8160e6f-cb8e-36fa-6c1e-9bd7b7196856/mzaf_7113318022024314126.plus.aac.p.m4a,2007-01-06T12:00:00Z,212040.0,212.04,Alternative,Infinity On High,1445734014.0,28673423.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""This Ain't A Scene, It's An Arms Race""",Fall Out Boy,1445734014.0,preview_clips/fall_out_boy__this_ain_t_a_scene_it_s_an_arms_race__1445734014.0.m4a,already_exists
44,"""Work Hard, Play Hard""",Wiz Khalifa,work hard play hard wiz khalifa,"Work Hard, Play Hard",Wiz Khalifa,Top Hip-Hop 2022,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/07/32/ed/0732ede0-dfb9-7978-ac70-a3f27e8fea7e/mzaf_4105120946778481786.plus.aac.p.m4a,2012-12-04T12:00:00Z,219013.0,219.013,Hip-Hop/Rap,Top Hip-Hop 2022,1636462613.0,201714418.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""Work Hard, Play Hard""",Wiz Khalifa,1636462613.0,preview_clips/wiz_khalifa__work_hard_play_hard__1636462613.0.m4a,already_exists
45,"""Would've, Could've, Should've""",Taylor Swift,wouldve couldve shouldve taylor swift,"Would've, Could've, Should've",Taylor Swift,Midnights (3am Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/34/c5/a3/34c5a3e5-2b1a-0a72-47d6-40c90a602ba6/mzaf_11172315631356892515.plus.aac.p.m4a,2022-10-21T12:00:00Z,260362.0,260.362,Pop,Midnights (3am Edition),1650841755.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""Would've, Could've, Should've""",Taylor Swift,1650841755.0,preview_clips/taylor_swift__would_ve_could_ve_should_ve__1650841755.0.m4a,already_exists
46,"""Yes, And?""",Ariana Grande,yes and ariana grande,"yes, and?",Ariana Grande,"yes, and? - Single",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/39/71/12/397112bd-9d82-c23e-514a-6ddb71c8bd44/mzaf_8382599685682688757.plus.aac.p.m4a,2024-01-12T12:00:00Z,214994.0,214.994,Pop,"yes, and? - Single",1724584103.0,412778295.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""Yes, And?""",Ariana Grande,1724584103.0,preview_clips/ariana_grande__yes_and__1724584103.0.m4a,already_exists
47,"""You're A Mean One, Mr. Grinch""",Thurl Ravenscroft,youre a mean one mr grinch thurl ravenscroft,"You're a Mean One, Mr. Grinch",Thurl Ravenscroft,Country Christmas Greatest Hits,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/bc/57/34/bc57349f-7e10-d7c6-5f9a-a5069b62bf04/mzaf_9883931321756923896.plus.aac.p.m4a,1966-01-01T12:00:00Z,180267.0,180.267,Holiday,Country Christmas Greatest Hits,1440902235.0,6843119.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""You're A Mean One, Mr. Grinch""",Thurl Ravenscroft,1440902235.0,preview_clips/thurl_ravenscroft__you_re_a_mean_one_mr_grinch__1440902235.0.m4a,already_exists
48,"""You're On Your Own, Kid""",Taylor Swift,youre on your own kid taylor swift,"You're On Your Own, Kid",Taylor Swift,Midnights (3am Edition / Video Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a0/86/20/a08620e1-f066-b7ab-d5df-5a9c23409a55/mzaf_7823605124502637797.plus.aac.p.m4a,2022-10-21T12:00:00Z,194207.0,194.207,Pop,Midnights (3am Edition / Video Deluxe),1651516420.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,"""You're On Your Own, Kid""",Taylor Swift,1651516420.0,preview_clips/taylor_swift__you_re_on_your_own_kid__1651516420.0.m4a,already_exists
49,"""You, Me, & Whiskey""",Justin Moore & Priscilla Block,you me whiskey justin moore,"You, Me, And Whiskey",Justin Moore & Priscilla Block,"You, Me, And Whiskey - Single",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d7/58/2c/d7582caf-1822-3f6b-133a-42152cf23900/mzaf_3375588626556631200.plus.aac.p.m4a,2022-10-07T12:00:00Z,187941.0,187.941,Country,"You, Me, And Whiskey - Single",1646554346.0,272639185.0,0.7987500000000001,0.875,0.6,0.0,LOW_CONFIDENCE,SUCCESS,1.0,False,True,title_artist_formatting_recovery,"""You, Me, & Whiskey""",Justin Moore & Priscilla Block,1646554346.0,preview_clips/justin_moore_priscilla_block__you_me_whiskey__1646554346.0.m4a,already_exists
50,"""Young, Wild & Free""",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,young wild free snoop dogg,"Young, Wild & Free (feat. Bruno Mars) [Mixed]",Snoop Dogg & Wiz Khalifa,Pure Throwback Radio: Uplift and Unleash (DJ Mix),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c8/82/1d/c8821d4d-df53-26cf-5bb1-68216b00ea4d/mzaf_6284070535797092688.plus.aac.p.m4a,2024-11-08T12:00:00Z,81926.0,81.926,Pop,Pure Throwback Radio: Uplift and Unleash (DJ Mix),1778118825.0,21769.0,0.8875000000000001,1.0,0.625,0.0,REVIEW,SUCCESS,1.0,True,True,,"""Young, Wild & Free""",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,1778118825.0,preview_clips/snoop_dogg_wiz_khalifa_featuring_bruno_mars__young_wild_free__1778118825.0.m4a,already_exists
51,#Beautiful,Mariah Carey Featuring Miguel,beautiful mariah carey,#Beautiful (feat. Miguel),Mariah Carey,Me. I Am Mariah…The Elusive Chanteuse,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/0a/ac/50/0aac50b0-b4e3-6d28-b855-9a063bd26ed9/mzaf_2410080986868978103.plus.aac.p.m4a,2013-01-01T12:00:00Z,201493.0,201.493,Pop,Me. I Am Mariah…The Elusive Chanteuse,1443149685.0,91853.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,#Beautiful,Mariah Carey Featuring Miguel,1443149685.0,preview_clips/mariah_carey_featuring_miguel__beautiful__1443149685.0.m4a,already_exists
52,#SELFIE,The Chainsmokers,selfie the chainsmokers,#SELFIE,The Chainsmokers,#SELFIE - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4e/7e/1f/4e7e1f01-a968-4245-e0b1-c9ec6571492f/mzaf_3436352797039345922.plus.aac.p.m4a,2014-01-28T12:00:00Z,183750.0,183.75,Dance,#SELFIE - Single,1445876398.0,580391756.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,#SELFIE,The Chainsmokers,1445876398.0,preview_clips/the_chainsmokers__selfie__1445876398.0.m4a,already_exists
53,#thatPOWER,will.i.am Featuring Justin Bieber,thatpower will i am,#thatPOWER (feat. Justin Bieber),will.i.am,#willpower,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/33/5b/c9/335bc944-b273-64ed-3665-d1b54cf55125/mzaf_8872558620095425362.plus.aac.p.m4a,2013-03-18T12:00:00Z,279504.0,279.504,Pop,#willpower,1443180801.0,3495273.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,#thatPOWER,will.i.am Featuring Justin Bieber,1443180801.0,preview_clips/will_i_am_featuring_justin_bieber__thatpower__1443180801.0.m4a,already_exists
54,'98 Braves,Morgan Wallen,98 braves morgan wallen,’98 Braves,Morgan Wallen,One Thing At A Time,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8e/2e/d0/8e2ed013-e2d3-89d1-5731-0e9a7b8d25fa/mzaf_5852191814776378974.plus.aac.p.m4a,2023-03-03T12:00:00Z,178704.0,178.704,Country,One Thing At A Time,1818424402.0,829142092.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,'98 Braves,Morgan Wallen,1818424402.0,preview_clips/morgan_wallen__98_braves__1818424402.0.m4a,already_exists
55,'Til You Can't,Cody Johnson,til you cant cody johnson,'Til You Can't,Cody Johnson,Human: The Double Album,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/4f/59/2a/4f592a12-c7ad-63a1-d180-eba9494a2a19/mzaf_16859784372588566812.plus.aac.p.m4a,2021-10-18T07:00:00Z,224213.0,224.213,Country,Human: The Double Album,1582024384.0,331459657.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,'Til You Can't,Cody Johnson,1582024384.0,preview_clips/cody_johnson__til_you_can_t__1582024384.0.m4a,already_exists
56,'Tis The Damn Season,Taylor Swift,tis the damn season taylor swift,'tis the damn season,Taylor Swift,evermore,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/70/1a/83/701a8302-879b-a352-d0e6-5524ef11cf1e/mzaf_1324136145071890190.plus.aac.p.m4a,2020-12-11T12:00:00Z,229840.0,229.84,Alternative,evermore,1544268343.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,'Tis The Damn Season,Taylor Swift,1544268343.0,preview_clips/taylor_swift__tis_the_damn_season__1544268343.0.m4a,already_exists
57,(I've Had) The Time Of My Life,Glee Cast,the time of my life glee cast,(I've Had) The Time Of My Life,Glee Cast,"Glee: The Music, Volume 4",https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1c/53/32/1c533268-3d56-bb2f-eacc-b551bd597d41/mzaf_1288168957220319147.plus.aac.p.m4a,2010-11-30T08:00:00Z,277560.0,277.56,Pop,"Glee: The Music, Volume 4",401927031.0,315816847.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,(I've Had) The Time Of My Life,Glee Cast,401927031.0,preview_clips/glee_cast__i_ve_had_the_time_of_my_life__401927031.0.m4a,already_exists
58,(It) Feels So Good,Steven Tyler,feels so good steven tyler,(It) Feels So Good,Steven Tyler,(It) Feels So Good - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/04/37/4b/04374b6c-6e8f-c38b-c0c5-256166e65074/mzaf_15689430889677838707.plus.aac.p.m4a,2011-05-10T12:00:00Z,211293.0,211.293,Pop,(It) Feels So Good - Single,434496108.0,54626.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,(It) Feels So Good,Steven Tyler,434496108.0,preview_clips/steven_tyler__it_feels_so_good__434496108.0.m4a,already_exists
59,(Kissed You) Good Night,Gloriana,good night gloriana,(Kissed You) Good Night,Gloriana,(Kissed You) Good Night - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/49/38/47/4938470f-6ece-5b4e-82f7-744f5181c130/mzaf_12649871471568855625.plus.aac.p.m4a,2005-09-17T12:00:00Z,232903.0,232.903,Country,(Kissed You) Good Night - Single,470758198.0,271140487.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,(Kissed You) Good Night,Gloriana,470758198.0,preview_clips/gloriana__kissed_you_good_night__470758198.0.m4a,already_exists
60,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole,give it up to me sean paul,Give It Up to Me,Sean Paul,The Trinity,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/22/57/c0/2257c034-36d6-8ac8-f31e-018730f20f94/mzaf_1405225532565096134.plus.aac.p.m4a,2005-09-27T07:00:00Z,242253.0,242.253,Pop,The Trinity,80429680.0,155138.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,(When You Gonna) Give It Up To Me,Sean Paul Feat. Keyshia Cole,80429680.0,preview_clips/sean_paul_feat_keyshia_cole__when_you_gonna_give_it_up_to_me__80429680.0.m4a,already_exists
61,(You Want To) Make A Memory,Bon Jovi,make a memory bon jovi,(You Want To) Make a Memory,Bon Jovi,Lost Highway,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ca/c2/23/cac22362-2790-383b-6e3e-6bb3a6aaddd8/mzaf_8991701617271875886.plus.aac.p.m4a,2007-03-20T12:00:00Z,277868.0,277.868,Pop,Lost Highway,1440821016.0,122782.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,(You Want To) Make A Memory,Bon Jovi,1440821016.0,preview_clips/bon_jovi__you_want_to_make_a_memory__1440821016.0.m4a,already_exists
62,...Ready For It?,Taylor Swift,ready for it taylor swift,...Ready For It?,Taylor Swift,reputation,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/ec/4c/66/ec4c6665-6fdd-e31f-984d-60ab919e865b/mzaf_11118961438428757175.plus.aac.p.m4a,2017-09-03T07:00:00Z,208198.0,208.198,Pop,reputation,1440934248.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,...Ready For It?,Taylor Swift,1440934248.0,preview_clips/taylor_swift__ready_for_it__1440934248.0.m4a,already_exists
63,0 To 100 / The Catch Up,Drake,0 to 100 the catch up drake,0 To 100 / The Catch Up,Drake,0 To 100 / The Catch Up - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d7/00/54/d7005414-f909-43a3-3011-a45b5b04f77c/mzaf_4776253430679387047.plus.aac.p.m4a,2014-07-15T12:00:00Z,275227.0,275.227,Hip-Hop/Rap,0 To 100 / The Catch Up - Single,1496415688.0,271256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,0 To 100 / The Catch Up,Drake,1496415688.0,preview_clips/drake__0_to_100_the_catch_up__1496415688.0.m4a,already_exists
64,1 Thing,Amerie,1 thing amerie,1 Thing,Amerie,Touch,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/2d/ed/6d/2ded6df0-bdc6-1e1f-fab4-e33c7aa23798/mzaf_10269438352520573603.plus.aac.p.m4a,2005-01-05T08:00:00Z,238726.0,238.726,R&B/Soul,Touch,153437689.0,518195.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,1 Thing,Amerie,153437689.0,preview_clips/amerie__1_thing__153437689.0.m4a,already_exists
65,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,1 800 273 8255 logic,1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,Everybody (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/35/f3/ec/35f3ec28-2af5-8aed-8e35-3ac7adf49386/mzaf_17373372042655363880.plus.aac.p.m4a,2017-04-28T12:00:00Z,250176.0,250.176,Hip-Hop/Rap,Everybody (Deluxe),1441002381.0,30865945.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,1441002381.0,preview_clips/logic_featuring_alessia_cara_khalid__1_800_273_8255__1441002381.0.m4a,already_exists
66,100.mil',J. Cole & BAS,100 mil j cole,1 0 0 . m i l ‘,J. Cole & Bas,The Off-Season,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/4c/43/ad/4c43ad5d-70b1-2bf3-c776-e3c010dd4465/mzaf_10318524618329105125.plus.aac.p.m4a,2021-05-14T12:00:00Z,163302.0,163.302,Hip-Hop/Rap,The Off-Season,1567422706.0,73705833.0,0.7805555555555556,0.7777777777777778,0.75,0.0,LOW_CONFIDENCE,SUCCESS,1.0,False,True,title_artist_formatting_recovery,100.mil',J. Cole & BAS,1567422706.0,preview_clips/j_cole_bas__100_mil__1567422706.0.m4a,already_exists
67,1234,Feist,1234 feist,1234 (Radio Edit),Feist,Indie Summer Music 2022,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/63/19/44/631944fa-7c4c-5b47-3737-74f594240640/mzaf_13620681393759298933.plus.aac.p.m4a,2008-01-01T12:00:00Z,189760.0,189.76,Pop,Indie Summer Music 2022,1625200061.0,13453308.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,1234,Feist,1625200061.0,preview_clips/feist__1234__1625200061.0.m4a,already_exists
68,16 Carriages,Beyonce,16 carriages beyonce,16 CARRIAGES,Beyoncé,16 CARRIAGES - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f0/44/df/f044df06-be9c-8b84-abe8-7f547abb0312/mzaf_11890922409492082367.plus.aac.p.m4a,2024-02-11T08:00:00Z,227250.0,227.25,Country,16 CARRIAGES - Single,1730408582.0,1419227.0,0.976923076923077,1.0,0.9230769230769232,0.0,AUTO_ACCEPT,SUCCESS,0.0,True,True,,16 Carriages,Beyonce,1730408582.0,preview_clips/beyonce__16_carriages__1730408582.0.m4a,already_exists
69,1985 (Intro To The Fall Off),J. Cole,1985 j cole,"1985 (Intro to ""The Fall Off"")",J. Cole,KOD,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d4/33/ae/d433ae9d-b020-7ff3-ee11-bcac3df82dcc/mzaf_5043576510985116439.plus.aac.p.m4a,2018-04-20T12:00:00Z,190360.0,190.36,Hip-Hop/Rap,KOD,1373861504.0,73705833.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,1985 (Intro To The Fall Off),J. Cole,1373861504.0,preview_clips/j_cole__1985_intro_to_the_fall_off__1373861504.0.m4a,already_exists
70,1999,Prince,1999 prince,1999,Prince,1999 (2019 Remaster),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1a/ab/3a/1aab3ab1-ef79-599a-1961-ab711772d2f8/mzaf_8053810746502222611.plus.aac.p.m4a,1982-01-01T12:00:00Z,373747.0,373.747,R&B/Soul,1999 (2019 Remaster),1544173942.0,155814.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,1999,Prince,1544173942.0,preview_clips/prince__1999__1544173942.0.m4a,already_exists
71,2 On,Tinashe Featuring ScHoolboy Q,2 on tinashe,2 On (feat. Schoolboy Q) [Mixed],Tinashe,Pure Throwback Radio: Get Right Party (DJ Mix),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/77/1c/53/771c53be-73b5-25f8-97bb-8ecd51ca19cb/mzaf_17932394896412121778.plus.aac.p.m4a,2024-08-09T12:00:00Z,129250.0,129.25,Contemporary R&B,Pure Throwback Radio: Get Right Party (DJ Mix),1761625435.0,464835513.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,2 On,Tinashe Featuring ScHoolboy Q,1761625435.0,preview_clips/tinashe_featuring_schoolboy_q__2_on__1761625435.0.m4a,already_exists
72,2 Phones,Kevin Gates,2 phones kevin gates,2 Phones,Kevin Gates,Islah (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d7/2b/aa/d72baade-d32c-5302-8378-1622ab0bcec0/mzaf_2275466132514690261.plus.aac.p.m4a,2015-11-05T08:00:00Z,240000.0,240.0,Hip-Hop/Rap,Islah (Deluxe),1078703282.0,298383551.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,2 Phones,Kevin Gates,1078703282.0,preview_clips/kevin_gates__2_phones__1078703282.0.m4a,already_exists
73,2 Step,Unk,2 step unk,2 Step,Unk,Beat'n Down Yo Block,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c3/e8/20/c3e820a5-92ac-aad5-896d-b762b1e57632/mzaf_10172725086991807645.plus.aac.p.m4a,2006-10-03T12:00:00Z,194720.0,194.72,Hip-Hop/Rap,Beat'n Down Yo Block,1769284303.0,186076455.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,2 Step,Unk,1769284303.0,preview_clips/unk__2_step__1769284303.0.m4a,already_exists
74,20 Cigarettes,Morgan Wallen,20 cigarettes morgan wallen,20 Cigarettes,Morgan Wallen,I’m The Problem,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a5/a4/85/a5a48541-4604-888f-633b-d872dcfbd026/mzaf_991765756627750480.plus.aac.p.m4a,2025-05-16T12:00:00Z,160902.0,160.902,Country,I’m The Problem,1802104202.0,829142092.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,20 Cigarettes,Morgan Wallen,1802104202.0,preview_clips/morgan_wallen__20_cigarettes__1802104202.0.m4a,already_exists
75,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,2012 jay sean,2012 (It Ain't the End) [feat. Nicki Minaj],Jay Sean,2012 (It Ain't the End) [feat. Nicki Minaj] - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ce/e4/57/cee45725-baa6-f78f-4d65-62397fd38aee/mzaf_6889893643473135018.plus.aac.p.m4a,2010-08-03T12:00:00Z,222200.0,222.2,Pop,2012 (It Ain't the End) [feat. Nicki Minaj] - Single,1445283797.0,23172423.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,1445283797.0,preview_clips/jay_sean_featuring_nicki_minaj__2012_it_ain_t_the_end__1445283797.0.m4a,already_exists
76,2040,Lil Baby & Lil Durk,2040 lil baby,2040,Lil Baby & Lil Durk,The Voice of the Heroes,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d8/56/96/d856966d-9c7d-d456-62ef-d0b9f518d49a/mzaf_4296506658511381441.plus.aac.p.m4a,2021-06-04T12:00:00Z,192921.0,192.921,Hip-Hop/Rap,The Voice of the Heroes,1569719184.0,1276656483.0,0.8920000000000001,1.0,0.64,0.0,REVIEW,SUCCESS,1.0,True,True,,2040,Lil Baby & Lil Durk,1569719184.0,preview_clips/lil_baby_lil_durk__2040__1569719184.0.m4a,already_exists
77,21 Guns,Green Day,21 guns green day,21 Guns,Green Day,21st Century Breakdown (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7c/cc/4f/7ccc4f71-2f5c-6a49-d6e5-0c98c8d32e80/mzaf_9206916011381489115.plus.aac.p.m4a,2009-05-15T07:00:00Z,322040.0,322.04,Alternative,21st Century Breakdown (Deluxe Edition),315611467.0,954266.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,21 Guns,Green Day,315611467.0,preview_clips/green_day__21_guns__315611467.0.m4a,already_exists
