index,search_song,search_artist,apple_track_id,preview_file,download_status
289,Back Then,Mike Jones,59423117.0,preview_clips/mike_jones__back_then__59423117.0.m4a,downloaded
290,Back To Back,Drake,1445029814.0,preview_clips/drake__back_to_back__1445029814.0.m4a,downloaded
291,Back To December,Taylor Swift,1440920489.0,preview_clips/taylor_swift__back_to_december__1440920489.0.m4a,downloaded
292,Back To December (Taylor's Version),Taylor Swift,1440920489.0,preview_clips/taylor_swift__back_to_december_taylor_s_version__1440920489.0.m4a,downloaded
293,Back To Friends,sombr,1786481197.0,preview_clips/sombr__back_to_friends__1786481197.0.m4a,downloaded
294,Back To Sleep,Chris Brown,1059786606.0,preview_clips/chris_brown__back_to_sleep__1059786606.0.m4a,downloaded
295,Back To The Moon,Gunna,1693517750.0,preview_clips/gunna__back_to_the_moon__1693517750.0.m4a,downloaded
296,Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,1712925227.0,preview_clips/louis_tomlinson_featuring_bebe_rexha_digital_farm_animals__back_to_you__1712925227.0.m4a,downloaded
297,Back To You,Selena Gomez,1381915969.0,preview_clips/selena_gomez__back_to_you__1381915969.0.m4a,downloaded
298,Back When,Tim McGraw,398799035.0,preview_clips/tim_mcgraw__back_when__398799035.0.m4a,downloaded
299,BackOutsideBoyz,Drake,1653012569.0,preview_clips/drake__backoutsideboyz__1653012569.0.m4a,downloaded
300,Backseat,New Boyz Featuring The Cataracs & Dev,436580748.0,preview_clips/new_boyz_featuring_the_cataracs_dev__backseat__436580748.0.m4a,downloaded
301,Backup Plan,Bailey Zimmerman & Luke Combs,1809267295.0,preview_clips/bailey_zimmerman_luke_combs__backup_plan__1809267295.0.m4a,downloaded
302,Bad,Wale Featuring Tiara Thomas Or Rihanna,647928173.0,preview_clips/wale_featuring_tiara_thomas_or_rihanna__bad__647928173.0.m4a,downloaded
303,Bad And Boujee,Migos Featuring Lil Uzi Vert,1615488589.0,preview_clips/migos_featuring_lil_uzi_vert__bad_and_boujee__1615488589.0.m4a,downloaded
304,Bad At Love,Halsey,1440880507.0,preview_clips/halsey__bad_at_love__1440880507.0.m4a,downloaded
305,Bad Bad Bad,Young Thug Featuring Lil Baby,1477895696.0,preview_clips/young_thug_featuring_lil_baby__bad_bad_bad__1477895696.0.m4a,downloaded
306,Bad Blood,Taylor Swift Featuring Kendrick Lamar,1440936028.0,preview_clips/taylor_swift_featuring_kendrick_lamar__bad_blood__1440936028.0.m4a,downloaded
307,Bad Blood (Taylor's Version),Taylor Swift,1440936028.0,preview_clips/taylor_swift__bad_blood_taylor_s_version__1440936028.0.m4a,downloaded
308,Bad Boy,Juice WRLD & Young Thug,1549039131.0,preview_clips/juice_wrld_young_thug__bad_boy__1549039131.0.m4a,downloaded
309,Bad Day,Daniel Powter,63816165.0,preview_clips/daniel_powter__bad_day__63816165.0.m4a,downloaded
310,Bad Decisions,"""Benny Blanco, BTS & Snoop Dogg""",1635463273.0,preview_clips/benny_blanco_bts_snoop_dogg__bad_decisions__1635463273.0.m4a,downloaded
311,Bad Dreams,Teddy Swims,1771020950.0,preview_clips/teddy_swims__bad_dreams__1771020950.0.m4a,downloaded
312,Bad Energy,Juice WRLD,1823834954.0,preview_clips/juice_wrld__bad_energy__1823834954.0.m4a,downloaded
313,Bad Guy,Billie Eilish,1450695739.0,preview_clips/billie_eilish__bad_guy__1450695739.0.m4a,downloaded
314,Bad Habit,Steve Lacy,1638969045.0,preview_clips/steve_lacy__bad_habit__1638969045.0.m4a,downloaded
315,Bad Habits,Ed Sheeran,1571330212.0,preview_clips/ed_sheeran__bad_habits__1571330212.0.m4a,downloaded
316,Bad Idea,Ariana Grande,1450330678.0,preview_clips/ariana_grande__bad_idea__1450330678.0.m4a,downloaded
317,Bad Idea Right?,Olivia Rodrigo,1736995097.0,preview_clips/olivia_rodrigo__bad_idea_right__1736995097.0.m4a,downloaded
318,Bad Liar,Selena Gomez,1444849000.0,preview_clips/selena_gomez__bad_liar__1444849000.0.m4a,downloaded
319,Bad Morning,YoungBoy Never Broke Again,1590619988.0,preview_clips/youngboy_never_broke_again__bad_morning__1590619988.0.m4a,downloaded
320,Bad Romance,Lady Gaga,1476095084.0,preview_clips/lady_gaga__bad_romance__1476095084.0.m4a,downloaded
321,Bad Things,Machine Gun Kelly x Camila Cabello,1440914945.0,preview_clips/machine_gun_kelly_x_camila_cabello__bad_things__1440914945.0.m4a,downloaded
322,Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,1596850824.0,preview_clips/ying_yang_twins_featuring_mike_jones_mr_collipark__badd__1596850824.0.m4a,downloaded
323,Bahamas Promises,Drake,1710694698.0,preview_clips/drake__bahamas_promises__1710694698.0.m4a,downloaded
324,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente De Zona,1443206483.0,preview_clips/enrique_iglesias_featuring_descemer_bueno_gente_de_zona__bailando__1443206483.0.m4a,downloaded
325,Ball For Me,Post Malone Featuring Nicki Minaj,1373506301.0,preview_clips/post_malone_featuring_nicki_minaj__ball_for_me__1373506301.0.m4a,downloaded
326,Ball If I Want To,DaBaby,1572328014.0,preview_clips/dababy__ball_if_i_want_to__1572328014.0.m4a,downloaded
327,Ballad Of A Homeschooled Girl,Olivia Rodrigo,1736995395.0,preview_clips/olivia_rodrigo__ballad_of_a_homeschooled_girl__1736995395.0.m4a,downloaded
328,Ballin',Mustard & Roddy Ricch,1470317582.0,preview_clips/mustard_roddy_ricch__ballin__1470317582.0.m4a,downloaded
329,Bam Bam,Camila Cabello Featuring Ed Sheeran,1610834871.0,preview_clips/camila_cabello_featuring_ed_sheeran__bam_bam__1610834871.0.m4a,downloaded
330,Bandit,Don Toliver,1752794297.0,preview_clips/don_toliver__bandit__1752794297.0.m4a,downloaded
331,Bandit,Juice WRLD & YoungBoy Never Broke Again,1481647419.0,preview_clips/juice_wrld_youngboy_never_broke_again__bandit__1481647419.0.m4a,downloaded
332,Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,683434309.0,preview_clips/juicy_j_featuring_lil_wayne_2_chainz__bandz_a_make_her_dance__683434309.0.m4a,downloaded
333,Bang Bang,"""Jessie J, Ariana Grande & Nicki Minaj""",1541967574.0,preview_clips/jessie_j_ariana_grande_nicki_minaj__bang_bang__1541967574.0.m4a,downloaded
334,Bang!,AJR,1713833576.0,preview_clips/ajr__bang__1713833576.0.m4a,downloaded
335,Bank Account,21 Savage,1256644817.0,preview_clips/21_savage__bank_account__1256644817.0.m4a,downloaded
336,Bar None,Jordan Davis,1802045966.0,preview_clips/jordan_davis__bar_none__1802045966.0.m4a,downloaded
337,Barbie Dreams,Nicki Minaj,1398477213.0,preview_clips/nicki_minaj__barbie_dreams__1398477213.0.m4a,downloaded
338,Barbie Tingz,Nicki Minaj,1370204600.0,preview_clips/nicki_minaj__barbie_tingz__1370204600.0.m4a,downloaded
339,Barbie World,Nicki Minaj & Ice Spice With Aqua,1689239206.0,preview_clips/nicki_minaj_ice_spice_with_aqua__barbie_world__1689239206.0.m4a,downloaded
340,Barefoot Blue Jean Night,Jake Owen,457563548.0,preview_clips/jake_owen__barefoot_blue_jean_night__457563548.0.m4a,downloaded
341,Bartender,Lady Antebellum,1753049495.0,preview_clips/lady_antebellum__bartender__1753049495.0.m4a,downloaded
342,Bartender,T-Pain Featuring Akon,1556723953.0,preview_clips/t_pain_featuring_akon__bartender__1556723953.0.m4a,downloaded
343,Bartier Cardi,Cardi B Featuring 21 Savage,1368105806.0,preview_clips/cardi_b_featuring_21_savage__bartier_cardi__1368105806.0.m4a,downloaded
344,Battlefield,Jordin Sparks,320793202.0,preview_clips/jordin_sparks__battlefield__320793202.0.m4a,downloaded
345,Be Alright,Dean Lewis,1541966510.0,preview_clips/dean_lewis__be_alright__1541966510.0.m4a,downloaded
346,Be By You,Luke Combs,1862634805.0,preview_clips/luke_combs__be_by_you__1862634805.0.m4a,downloaded
347,Be Careful,Cardi B,1368105800.0,preview_clips/cardi_b__be_careful__1368105800.0.m4a,downloaded
348,Be Her,Ella Langley,1869436845.0,preview_clips/ella_langley__be_her__1869436845.0.m4a,downloaded
349,Be Kind,Marshmello & Halsey,1509608367.0,preview_clips/marshmello_halsey__be_kind__1509608367.0.m4a,downloaded
350,Be Like That,Kane Brown With Swae Lee & Khalid,1526750221.0,preview_clips/kane_brown_with_swae_lee_khalid__be_like_that__1526750221.0.m4a,downloaded
351,Be On You,Flo Rida Featuring Ne-Yo,1826847230.0,preview_clips/flo_rida_featuring_ne_yo__be_on_you__1826847230.0.m4a,downloaded
352,Be Without You,Mary J. Blige,1440827944.0,preview_clips/mary_j_blige__be_without_you__1440827944.0.m4a,downloaded
353,Be Yourself,Audioslave,1440715272.0,preview_clips/audioslave__be_yourself__1440715272.0.m4a,downloaded
354,Beachin',Jake Owen,719348016.0,preview_clips/jake_owen__beachin__719348016.0.m4a,downloaded
355,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,1557614258.0,preview_clips/spotemgottem_featuring_pooh_shiesty_or_dababy__beat_box__1557614258.0.m4a,downloaded
356,Beat It,Fall Out Boy Featuring John Mayer,1444863553.0,preview_clips/fall_out_boy_featuring_john_mayer__beat_it__1444863553.0.m4a,downloaded
357,Beat It,Michael Jackson,269573341.0,preview_clips/michael_jackson__beat_it__269573341.0.m4a,downloaded
358,Beat The Odds,Lil Tjay,1641347954.0,preview_clips/lil_tjay__beat_the_odds__1641347954.0.m4a,downloaded
