Song,Artist,first_chart_date,last_chart_date,entry_rank,peak_rank,total_weeks,top10_weeks,top40_weeks,avg_rank,peak_date,lifespan_weeks,time_to_peak,entry_year,weeks_since_last_chart,potentially_incomplete,apple_release_date,apple_duration_sec,apple_genre,days_release_to_chart,days_release_to_peak,tempo_bpm,tempo_bpm_raw,tempo_bpm_adjusted,tempo_adjustment_reason,rms_loudness,valence,arousal,spectral_centroid_mean,spectral_rolloff_mean,mode,key_strength,genre_1,genre_1_score,genre_2,genre_2_score,genre_3,genre_3_score,genre_4,genre_4_score,genre_5,genre_5_score,genre_family_blues,genre_family_classical,genre_family_electronic,genre_family_folk_world_and_country,genre_family_funk_soul,genre_family_hip_hop,genre_family_jazz,genre_family_latin,genre_family_pop,genre_family_reggae,genre_family_rock,audio_feature_error
"""Ready, Steady, Go!""",Harry Styles,2026-03-18,2026-04-01,15,15,3,0,1,42.0,2026-03-18,3,0.0,2026,7.0,False,2026-03-06 12:00:00,160.4,Pop,11.0,11.0,118.08879852294922,118.08879852294922,118.08879852294922,unchanged,0.2708021700382232,5.879528999328613,5.68035888671875,2872.7803412989565,1120.0765603836107,minor,0.8989078998565674,Pop---K-pop,0.1406807005405426,Electronic---Synth-pop,0.0925528109073638,Electronic---Electro,0.0772273540496826,Pop---Ballad,0.0713775902986526,Electronic---House,0.0615567527711391,0.0084890847065253,0.0022839387893327,0.8132392421548502,0.0500119370917673,0.2160592506406828,0.066723287408422,0.0356503680741298,0.0186834658555312,0.3460919627395924,0.0261718002147972,0.2670877327345806,
"""Santa, Can't You Hear Me""",Kelly Clarkson & Ariana Grande,2022-12-14,2025-12-31,92,31,8,0,4,60.875,2025-12-31,8,159.0,2022,20.0,False,2021-10-15 12:00:00,242.645,Holiday,424.0,1537.0,146.07766723632812,146.07766723632812,73.03883361816406,halved_145_180_likely_double_time,0.3271039426326751,6.641912460327148,5.957430839538574,4022.235938671573,2018.454461348684,major,0.9133910536766052,Pop---K-pop,0.4339902997016907,Pop---Ballad,0.2321186661720276,Electronic---Dance-pop,0.1866898983716964,Rock---Pop Rock,0.0771848037838935,Pop---Schlager,0.0726370513439178,0.0024328232111656,0.0001620654966529,0.3821775664625875,0.051531242190137,0.1035215469358057,0.04188813414396,0.0112402587124051,0.0300209597880609,0.954256901923145,0.0069736552968606,0.2102811129795228,
"""Set Me Free, Pt. 2""",Jimin,2023-03-29,2023-03-29,30,30,1,0,1,30.0,2023-03-29,1,0.0,2023,164.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""She's Mine, Pt. 1""",J. Cole,2016-12-28,2017-01-04,22,22,2,0,1,55.5,2016-12-28,2,0.0,2016,489.0,False,2016-12-09 12:00:00,209.081,Hip-Hop/Rap,18.0,18.0,178.205810546875,178.205810546875,89.1029052734375,halved_145_180_likely_double_time,0.1768453270196914,3.954817056655884,3.742852926254273,1073.7563316995784,386.7630359738372,minor,0.5721923112869263,Electronic---Downtempo,0.0776087194681167,"Folk, World, & Country---Folk",0.068130686879158,Funk / Soul---Neo Soul,0.0677474215626716,"Folk, World, & Country---Fado",0.063065193593502,Electronic---Trip Hop,0.0606255419552326,0.0396769933868199,0.043654581910232,0.5026912147973235,0.2455274462408851,0.2052193806157447,0.2155628090913524,0.1656165108433924,0.046219826679362,0.151265108732332,0.0099935678044857,0.3017558157334861,
"""Sit Still, Look Pretty""",Daya,2016-06-15,2016-11-23,100,28,24,0,13,50.25,2016-09-14,24,13.0,2016,495.0,False,2015-09-04 12:00:00,207.761,Pop,284.0,375.0,90.9798355102539,90.9798355102539,90.9798355102539,unchanged,0.2991316616535187,5.980953693389893,5.4244513511657715,2799.3909930887608,1790.9558370017414,major,0.85624098777771,Electronic---Tropical House,0.4718788862228393,Electronic---Dance-pop,0.1777733564376831,Electronic---Deep House,0.159877747297287,Hip Hop---Trap,0.1504083126783371,Pop---Ballad,0.137517973780632,0.0003466570626962,4.571788522467202e-05,1.481395225841709,0.0031988751603592,0.1386510365518916,0.340396225853965,0.0009715405238353,0.0483901800070292,0.4524740676791339,0.0122988990356134,0.0119584151065481,
"""Skoal, Chevy, And Browning""",Morgan Wallen,2025-05-28,2025-06-25,29,29,5,0,1,64.8,2025-05-28,5,0.0,2025,47.0,False,2025-05-16 12:00:00,222.479,Country,11.0,11.0,140.04971313476562,140.04971313476562,140.04971313476562,unchanged,0.3336392045021057,5.342465877532959,4.395068168640137,2316.085056269501,1108.6432961856617,major,0.841980516910553,Rock---Alternative Rock,0.1698987931013107,Pop---Ballad,0.1146092265844345,Rock---Pop Rock,0.1145380437374115,Rock---Acoustic,0.0809723660349845,Rock---Indie Rock,0.0639682710170745,0.0159849591327656,0.0012485229645449,0.2820103314702464,0.0660182974488634,0.0369711793043734,0.0585472923496581,0.0098974005313721,0.0327028946933367,0.3297195132581692,0.0169758789124898,0.7320099112605476,
"""So Long, London""",Taylor Swift,2024-05-01,2024-06-19,5,5,8,1,4,45.625,2024-05-01,8,0.0,2024,100.0,False,2024-04-19 12:00:00,262.975,Pop,11.0,11.0,161.94239807128906,161.94239807128906,161.94239807128906,kept_high_bpm_strong_electronic_or_rock,0.289507508277893,5.285394191741943,4.687182426452637,1666.6506135426807,552.2466606399961,major,0.8302532434463501,Electronic---Synth-pop,0.2302785813808441,Electronic---Electro,0.2108740955591201,Pop---Indie Pop,0.1591850966215133,Electronic---Experimental,0.0958876013755798,Electronic---House,0.0779290497303009,0.0007820082903435,0.0022697422455166,1.5627204870870628,0.0182742521842556,0.0311145539744757,0.0473963754120632,0.0039746306210872,0.0071308353736299,0.2175526502178399,0.0048104501038324,0.2643799971747285,
"""Sorry, Blame It On Me""",Akon,2007-08-01,2007-12-05,7,7,19,1,10,47.10526315789474,2007-08-01,19,0.0,2007,963.0,False,2006-11-14 12:00:00,295.747,R&B/Soul,259.0,259.0,88.16676330566406,88.16676330566406,88.16676330566406,unchanged,0.3068129420280456,5.732171535491943,5.974984645843506,3086.293058082415,1610.7402600740131,major,0.7999403476715088,Hip Hop---Conscious,0.1857413798570633,Hip Hop---Boom Bap,0.1702725142240524,Hip Hop---Grime,0.1637119352817535,Hip Hop---Jazzy Hip-Hop,0.1540544927120208,Funk / Soul---Neo Soul,0.1127240508794784,0.0005899881623463,2.912683562428242e-05,0.5130240269231763,0.0030587101467176,0.2172440631547942,1.2120541777003382,0.0101343649009777,0.0161262831050663,0.0096967007671082,0.046731089008972,0.0060054492199199,
"""Sugar, We're Goin' Down""",Fall Out Boy,2005-06-29,2006-04-12,93,8,42,5,35,27.666666666666668,2005-09-14,42,11.0,2005,1049.0,False,2005-04-04 12:00:00,230.933,Alternative,85.0,162.0,162.3437957763672,162.3437957763672,162.3437957763672,kept_high_bpm_strong_electronic_or_rock,0.3295503854751587,7.553596019744873,5.41220760345459,3229.059645283702,1718.2896097378095,major,0.882415235042572,Rock---Alternative Rock,0.335757851600647,Rock---Punk,0.1606409400701522,Rock---Nu Metal,0.1596970558166504,Rock---Pop Punk,0.1417583376169204,Rock---Pop Rock,0.1155684441328048,0.0008542519695708,0.0013753388127213,0.0521810935981932,0.0363563839254084,0.0047394609563031,0.0164141272822462,0.0029251655016651,0.0046330085517638,0.0834642050227785,0.0092233462546573,1.86134037098509,
"""Sunrise, Sunburn, Sunset""",Luke Bryan,2018-07-11,2018-10-24,86,35,16,0,3,61.75,2018-09-05,16,8.0,2018,395.0,False,2018-07-26 12:00:00,216.093,Country,-16.0,40.0,161.59915161132812,161.59915161132812,161.59915161132812,kept_high_bpm_strong_electronic_or_rock,0.33122518658638,6.840760707855225,5.501732349395752,3907.265464664613,2680.150460163506,major,0.92436683177948,Rock---Pop Rock,0.3620228171348572,Rock---Alternative Rock,0.2653800249099731,Rock---Indie Rock,0.0962565764784812,Rock---Southern Rock,0.0702680200338363,Rock---Brit Pop,0.0611471235752105,0.0109151339293021,0.0001930860810404,0.0624477233962088,0.1067009995583703,0.011939597483634,0.0467553632698525,0.0016457855224984,0.0382086084044601,0.1683743172486629,0.0024242951435553,1.329039755649518,
"""Thank U, Next""",Ariana Grande,2018-11-14,2019-05-22,1,1,28,17,24,14.0,2018-11-14,28,0.0,2018,365.0,False,2018-11-03 07:00:00,207.322,Pop,10.0,10.0,107.14788818359376,107.14788818359376,107.14788818359376,unchanged,0.2872666418552398,5.719662666320801,5.472998142242432,2732.343404456927,854.3615004595588,major,0.7886531949043274,Funk / Soul---Contemporary R&B,0.1559841185808181,Hip Hop---Trap,0.1295190900564193,Hip Hop---Cloud Rap,0.1045837476849556,Pop---K-pop,0.1012249812483787,Electronic---Dance-pop,0.093885451555252,0.0008505063388426,8.033398685824977e-05,0.4289242964187139,0.006235680852118,0.262964407360414,0.371075362436386,0.0019400301702603,0.0888615975760274,0.2514291836596385,0.0371230407854454,0.0103426437124767,
"""This Ain't A Scene, It's An Arms Race""",Fall Out Boy,2007-01-31,2007-06-13,2,2,20,9,13,31.8,2007-01-31,20,0.0,2007,988.0,False,2007-01-06 12:00:00,212.04,Alternative,24.0,24.0,100.08536529541016,100.08536529541016,100.08536529541016,unchanged,0.3289400041103363,6.7877888679504395,5.952805995941162,3204.0837211490784,1851.10547328512,minor,0.900679349899292,Rock---Alternative Rock,0.3195095956325531,Rock---Punk,0.2789168953895569,Rock---Pop Punk,0.1784944236278534,Rock---Melodic Hardcore,0.1632203906774521,Rock---Nu Metal,0.160915732383728,0.0011797890540492,0.0002503101056134,0.0825499138896361,0.0351352446321726,0.0046853144521747,0.031177365412077,0.0012207394472625,0.0019044084827726,0.0430514881300041,0.0104170764598165,2.0424979077297394,
"""Work Hard, Play Hard""",Wiz Khalifa,2012-05-09,2012-09-19,17,17,20,0,13,37.3,2012-05-09,20,0.0,2012,713.0,False,2012-12-04 12:00:00,219.013,Hip-Hop/Rap,-210.0,-210.0,139.83116149902344,139.83116149902344,139.83116149902344,unchanged,0.4071909487247467,5.047053813934326,4.760911464691162,2728.0096126822536,625.8483602834302,minor,0.8704253435134888,Hip Hop---Grime,0.2404444068670272,Hip Hop---Trap,0.1898531764745712,Hip Hop---Crunk,0.1553050279617309,Hip Hop---Pop Rap,0.1431562453508377,Hip Hop---Conscious,0.1002339199185371,0.0005558324910879,6.914008684510975e-05,0.3183327755222893,0.0090810620990922,0.0230404867625111,1.2279246451689687,0.0002892166199046,0.0064974101237007,0.1199533188892019,0.0174678378643875,0.0160172462482819,
"""Would've, Could've, Should've""",Taylor Swift,2022-11-02,2022-11-23,20,20,4,0,1,58.75,2022-11-02,4,0.0,2022,182.0,False,2022-10-21 12:00:00,260.362,Pop,11.0,11.0,161.4989471435547,161.4989471435547,80.74947357177734,halved_145_180_likely_double_time,0.2948117852210998,6.6334991455078125,5.592819690704346,2189.9888729414333,1071.876851840654,major,0.9269695281982422,"Folk, World, & Country---Nordic",0.2148322761058807,Pop---Indie Pop,0.1685023158788681,"Folk, World, & Country---Folk",0.136239543557167,Rock---Indie Rock,0.1031496748328208,Rock---Alternative Rock,0.0979045405983924,0.0021888305027459,0.015037954914078,0.5273285043606393,0.4026803620999999,0.0472264902723509,0.0188997534431791,0.0048059444166028,0.0172516690171278,0.3332787858271331,0.0032976169813991,0.56906366426972,
"""Yes, And?""",Ariana Grande,2024-01-24,2024-04-17,1,1,13,3,10,32.92307692307692,2024-01-24,13,0.0,2024,109.0,False,2024-01-12 12:00:00,214.994,Pop,11.0,11.0,119.01696014404295,119.01696014404295,119.01696014404295,unchanged,0.3457109928131103,6.5801849365234375,6.333959579467773,4595.120664897718,2532.8180177292957,minor,0.8480553030967712,Pop---K-pop,0.3127569854259491,Electronic---House,0.3033398687839508,Electronic---Nu-Disco,0.2732147872447967,Electronic---Synth-pop,0.1324948072433471,Electronic---Deep House,0.1254021823406219,0.0005761836783673,1.655572256886728e-05,1.5720326520755634,0.002714304369868,0.1734632146471995,0.0590709845744754,0.0040780476224426,0.0067429697426688,0.4724200303917314,0.0075629055772878,0.0107954337793358,
"""You're A Mean One, Mr. Grinch""",Thurl Ravenscroft,2020-01-01,2025-12-31,49,31,17,0,11,38.05882352941177,2022-12-28,17,156.0,2020,20.0,False,1966-01-01 12:00:00,180.267,Holiday,19722.0,20814.0,102.82649230957033,102.82649230957033,102.82649230957033,unchanged,0.0908761769533157,4.801397800445557,4.680586338043213,2055.524300407569,1712.8653977657823,minor,0.8818214535713196,Pop---Vocal,0.512121319770813,Stage & Screen---Soundtrack,0.1776634454727172,"Folk, World, & Country---Catalan Music",0.1323973089456558,Non-Music---Audiobook,0.1080207824707031,Children's---Story,0.1046171113848686,0.0767413113644579,0.1510583125054836,0.0198921026014602,0.316285963541759,0.0082854884215066,0.0013715578660367,0.144400992699957,0.0601733842891007,0.701923579542381,0.0036671006532742,0.0770035348050441,
"""You're On Your Own, Kid""",Taylor Swift,2022-11-02,2022-12-07,8,8,6,1,2,44.166666666666664,2022-11-02,6,0.0,2022,180.0,False,2022-10-21 12:00:00,194.207,Pop,11.0,11.0,118.17897033691406,118.17897033691406,118.17897033691406,unchanged,0.2330863177776336,4.716678142547607,4.626204967498779,1717.242480357734,488.23038107101394,major,0.9234715104103088,Electronic---Tropical House,0.390421986579895,Electronic---Deep House,0.232508048415184,Electronic---Dance-pop,0.1618312746286392,Electronic---Electro House,0.1604597419500351,Electronic---House,0.157171219587326,0.0024852932638168,0.0255957984845736,1.690072889050498,0.0509752690813911,0.0230779869234538,0.0215384815837751,0.007451920359017,0.0072113217247533,0.1267430143561796,0.0024949801972979,0.2364778207474955,
"""You, Me, & Whiskey""",Justin Moore & Priscilla Block,2023-05-17,2023-08-30,88,37,16,0,1,67.5625,2023-08-16,16,13.0,2023,142.0,False,2022-10-07 12:00:00,187.941,Country,221.0,312.0,144.0234375,144.0234375,144.0234375,unchanged,0.2710325121879577,6.122493743896484,6.648797035217285,3138.8819450638243,1241.8091576165828,major,0.9363102316856384,Rock---Hard Rock,0.1780061870813369,Rock---Alternative Rock,0.1456463932991027,Rock---Pop Punk,0.1274471431970596,Rock---Pop Rock,0.0862532630562782,Pop---Ballad,0.0799139142036438,0.0007464476530003,0.0015796955456863,0.1038018877743098,0.0411418331766952,0.0047764317187812,0.0127621093116658,0.0005139108889409,0.0249094656770871,0.1438550318273428,0.0017635784716958,1.2578479420117787,
"""Young, Wild & Free""",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,2011-10-26,2012-05-30,10,7,32,6,24,24.258064516129032,2012-03-14,32,20.0,2011,729.0,False,2024-11-08 12:00:00,81.926,Pop,-4763.0,-4623.0,94.97154235839844,94.97154235839844,94.97154235839844,unchanged,0.2241803705692291,4.380046844482422,4.993399143218994,2350.355647580174,936.4610040150928,major,0.8552049994468689,Hip Hop---Jazzy Hip-Hop,0.2684334814548492,Hip Hop---Conscious,0.22493676841259,Hip Hop---Hardcore Hip-Hop,0.1342160105705261,Hip Hop---Boom Bap,0.1334729045629501,Hip Hop---Gangsta,0.1202199608087539,0.0018558380226068,0.000156392752217,0.1859623754590984,0.0223428455839211,0.1408083933638408,1.5011073307687184,0.0232979344900741,0.0119175965082263,0.0280593128145483,0.0158131575371953,0.031994521674747,
#Beautiful,Mariah Carey Featuring Miguel,2013-05-22,2013-09-04,24,15,16,0,11,36.8125,2013-06-19,16,4.0,2013,663.0,False,2013-01-01 12:00:00,201.493,Pop,140.0,168.0,107.03575897216795,107.03575897216795,107.03575897216795,unchanged,0.3367298543453216,5.6744065284729,4.5993146896362305,2275.0259566174204,1120.559890794311,major,0.9369925856590272,Rock---Indie Rock,0.4202841520309448,Rock---Alternative Rock,0.2906013131141662,Rock---Dream Pop,0.1855689883232116,Pop---Indie Pop,0.1145393177866935,Rock---Brit Pop,0.1002885475754737,0.0046437000728474,0.0009007915407437,0.3356308253671614,0.0187908419266022,0.0578458496665916,0.1386865704425872,0.0047411303960416,0.0021817543055568,0.1850741611451667,0.0016491173792019,1.7748905921014284,
#SELFIE,The Chainsmokers,2014-03-12,2014-05-21,55,16,11,0,6,42.54545454545455,2014-04-02,11,3.0,2014,626.0,False,2014-01-28 12:00:00,183.75,Dance,42.0,63.0,127.8269271850586,127.8269271850586,127.8269271850586,unchanged,0.3509665727615356,6.849981307983398,5.888257026672363,4999.653393554688,1924.7345112645348,major,0.8524918556213379,Electronic---Electro House,0.4300037026405334,Electronic---Hands Up,0.426819235086441,Electronic---House,0.4135554134845733,Electronic---Hard Trance,0.1554277092218399,Electronic---Progressive House,0.1457944363355636,4.2052923944879694e-05,7.256821466228303e-05,2.469418327348422,0.0012545450798668,0.0020660383067934,0.058452147157368,0.000525784988099,0.0137403583759976,0.0257891114541735,0.0221211965654219,0.0046544561000203,
#thatPOWER,will.i.am Featuring Justin Bieber,2013-04-03,2013-07-17,42,17,16,0,7,43.0625,2013-05-08,16,5.0,2013,670.0,False,2013-03-18 12:00:00,279.504,Pop,15.0,50.0,128.0592041015625,128.0592041015625,128.0592041015625,unchanged,0.3063952624797821,5.632267475128174,5.496108055114746,3088.910495138021,1501.257588767415,minor,0.916504681110382,Electronic---Electro House,0.3501783907413482,Electronic---House,0.2177314460277557,Electronic---Bassline,0.1891558617353439,Electronic---Progressive House,0.1227119117975235,Electronic---Electro,0.0958179831504821,0.0001880084700758,0.0012284357981116,1.8687713683248148,0.0085097699535481,0.010257000752972,0.0886124096318781,0.0011473062497771,0.070205846007525,0.1384062195638762,0.006967067165533,0.0476899102657171,
'98 Braves,Morgan Wallen,2023-03-15,2023-04-26,27,27,7,0,1,72.71428571428571,2023-03-15,7,0.0,2023,160.0,False,2023-03-03 12:00:00,178.704,Country,11.0,11.0,142.2456512451172,142.2456512451172,142.2456512451172,unchanged,0.2678000032901764,5.637559413909912,5.636517524719238,2978.901841013055,1628.6901515334753,major,0.9825661778450012,Rock---Alternative Rock,0.189702570438385,Rock---Pop Rock,0.1616206765174865,Rock---Brit Pop,0.1317369043827057,Rock---Soft Rock,0.128381073474884,Rock---Indie Rock,0.1054124981164932,0.0167659948929213,0.0010952471986911,0.1071399567664457,0.1441403016615368,0.0165846837112439,0.0206511065644008,0.00577080017365,0.0078000474786108,0.1815074307105533,0.020654228002968,1.3184200496734777,
'Til You Can't,Cody Johnson,2021-10-20,2022-06-22,94,18,36,0,14,51.05555555555556,2022-03-30,36,23.0,2021,204.0,False,2021-10-18 07:00:00,224.213,Country,1.0,162.0,80.6522216796875,80.6522216796875,80.6522216796875,unchanged,0.3008477389812469,5.578540802001953,5.2519354820251465,3002.5555360398425,1831.1055942216524,major,0.9865262508392334,Rock---Alternative Rock,0.2080646157264709,Rock---Pop Rock,0.1465052217245102,Rock---Pop Punk,0.1376774162054062,"Folk, World, & Country---Gospel",0.1034904792904853,Pop---Ballad,0.0731987804174423,0.0121321459882892,0.0004603339132245,0.06666590108712,0.1780563477758505,0.0142571262135504,0.0117871561828906,0.0012431988335492,0.0572884066438064,0.1502183890042374,0.0049496687061036,1.1981529758961642,
'Tis The Damn Season,Taylor Swift,2020-12-23,2020-12-30,39,39,2,0,1,65.0,2020-12-23,2,0.0,2020,281.0,False,2020-12-11 12:00:00,229.84,Alternative,11.0,11.0,144.6813507080078,144.6813507080078,144.6813507080078,unchanged,0.2438211143016815,4.867526531219482,4.819708347320557,2086.785596369221,733.4955646526703,major,0.923717439174652,Pop---Ballad,0.1924117654561996,Pop---K-pop,0.173222154378891,Rock---Alternative Rock,0.1398552358150482,Rock---Indie Rock,0.135059967637062,Rock---Acoustic,0.0875003486871719,0.0132781895372318,0.0075455425812833,0.3445858935410797,0.0726829543273197,0.0657572557975072,0.0733181079540372,0.0554489995702169,0.0353009061311695,0.5862189088365994,0.01074344747758,0.8787975126215315,
